Link,Id,Product_Category,Product_Name,Rating,Review_Rating,Review_Title,Review_Text,Review_Date
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,3,It's...just another open world game...,"I could not wait for this game to come out.  They panned it as being the 1st real next gen game.  They told us it was going to be an amazing experience.  They told us it was going to have groundbreaking features!

Bunk!

Watch Dogs is what you get when GTA and Assassins Creed has a love child.  This game is good looking, some parts are fun, and the hacking is, in a way, different.  The problem is, you will quickly find yourself thinking, ""I've done this before.""

I really think someone had a big ""open world"" check list and decided to add everything in.  Racing...check!  Go shoot that guy...check!  Follow this guy around without being seen...check!  Go buy some guns and clothes you don't need...check!

Watch Dogs does not do enough to separate itself from the pack.  The hacking is okay but most of the time you are just hitting the same button over and over again.  The info you get from hacking gives life to the world but it's not enough to flush out the game.

One thing that might make or break this game for you are the stealth missions.  I don't mind a stealth mission if it can be either a stealth or a shoot out.  I'm not a fan of stealth missions where you fail if you are discovered.  There is always too much trial and error with little to no satisfaction at the end.  This game has a number of stealth missions.

The main character is cookie cutter.  Most of the supporting characters are more interesting and better acted than your character.  That wouldn't be a big issue if the story was edgy or fun.  Sadly it's neither of those things.

Overall, Watch Dogs is a great looking game that might be worth it if you REALLY like open world games.  Keep in mind, this is a good, not great, open world game.  If you are burned out on open world games, this game will not revive your desire to play one.  It gets old fast and the ""new"" things are not enough to make up for it's shortcomings.",05-27-2014
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,5,Hands on review - no spoilers,"Graphics 5/5  Actually looks like it was made for next generation consoles and looks just as pretty as Killzone. Nighttime looks significantly better than daytime Chicago.

AI 5/5  The AI is very very smart and it makes encounters very challenging and interesting.

Driving 3/5  Walking around on foot prevails the driving by a lot. As soon as you hop into a vehicle the cit seems to turn into a ghost town. I would have wished that the driving was more like GTA5 and not Saints row. Perhaps the driving isn't the best because Aiden always has his phone out.

The first thing I notice is that this game does require you to think! In every combat situation, running in guns a blazing will certainly find you in a bit of trouble. However, if you take the time to look around, everything can be hacked or booby-trapped. The combat in Watch Dogs has a great balance of run-n-gun, sneaking, sabotage and preplanning. Hacking is a boat load of fun and actually makes trying to be stealthy worth it.
I had played the original driver some many years ago when that came out and I was really looking forward to driving around and the car chases in this game. I had played Grand Theft Auto and had gotten into a few car chases in that game. This... is nothing like that. The cops are smart and significantly more skilled at hunting you down than in any other game I've played recently. I found myself hacking signs on the side of the road so they come to a crash, changing red lights and even parking and hiding in my own car to get away.
What can you really hack? Pretty much everything. Someone walks by you? Feel free to access their bank account through their phone. See a car you want? Unlock it and its yours! While wandering around you will also be notified of citizens that are in need of assistance and its up to you if you want to help or simply let it happen.
Overall I would say that this is the best game out there for the ps4 right now.",05-27-2014
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,5,Entertaining So Far,"By now I've completed enough hours of gameplay to get a good feel for the game, and I have to say that it's pretty good so far.  While playing I've noticed that the imprint of past Ubisoft games.  The visuals and character movements feel very much like Assassin's creed.  The characters movements are not as sophisticated as Assassins Creed's. You can climb small obstacles, but no buildings.
  I'm having a blast hacking the traffic lights and turning all sides green, but if you do it too much the cops will come after you.  It gives me a good laugh when I cause a pile up in the middle of the intersection. Speaking of cops, they are little smarter and therefor harder to get away from than in GTA games.  You can also, hack into cameras, which helps you move around an area.  This hack helps you move around during missions without getting noticed.  Watch Dogs is a stealth game, and it would be easier for you if you try to stay undetected.  I also found aiming easier than GTA too.  In Watch Dogs the dot is red when pointed at enemies, but in GTA it's white.  The red dot is so much easier to see, and therefor easier to aim.
  The game takes place in Chicago, and you play a hacker turned vigilante.  The city is large and well design. Unisoft did an excellent job with recreating the city of Chicago.  Some people are saying that they don't like the driving, but I really don't see anything bad about it. You can switch the view from first or third person.  Personally, I find it easier to drive using the first person perspective.  Yes, I can see how people get frustrated when trying to escape, but that's just smart AI chasing after you, not necessarily bad driving controls.
  I've completed the first act, and I've gotten a good feel for the characters and plot. There are five acts in all, which makes for a long game that will keep you busy for a long while.  Act one took me six to seven hours to complete. There are also tons of side quests, and mini games to complete on top of the action packed main campaign.
  Most of the time the supporting characters are believable, but a few small parts they had been a little flat.  The plot is energetic and suspenseful, and keeps you wanting to discover more.  Watch Dogs does a good job of keeping me at the edge of my seat, especially when I'm trying to escape.
  I will update my review as I play more of the game, but if you're on the fence trust me it's a buy you won't regret, especially if you like open world games like Gran Theft Auto.",05-27-2014
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,1,Boring,"They game is just like GTA, just with a different story. The only fun thing to do is running around the city. But you can only do that for so long

[...]",05-27-2014
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,5,Five Stars,"Very satisfied with item,  no complaints",12-20-2017
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,3,"Good, very good","Good,very good!",12-15-2017
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,1,"Boring game, bad characterization, outdated graphics.","I'm a very casual gamer, and bought Watch Dogs well after it had come out.  Based on what I read about the gameplay and the concept, I thought I'd love it.  Instead, I hated it so much I barely got through the first two hours of it.  I turned it off, ejected the disc, and traded it in.
The graphics are pretty shoddy in this day and age.  Hacking seems cool at first, but really all it consists of is pressing a button.  You can hack almost anything in the game, which quickly devolves into an odd sort of information overload, with the hackable device indicator popping up with every person walking by.  The driving mechanics are absolutely terrible, and it makes controlling vehicles an annoying chore.  On top of all that, the protagonist just isn't likable and is a very flat character.  I didn't read up on the ending, and I don't know how the story plays out in the game, but you quickly learn that the guy is mad because he hacked someone's bank account and that guy sent some baddies after him in return, killing his niece in the process.  Well, you started it bro.",10-24-2017
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,3,Mixed bag of gameplay 3.5 stars,"This is one of those games that I missed when it originally came out, but I decided to try this game after finding it for under 20 bucks.  It is hard not to compare this game to the GTA series as it seems to incorporate some of those game play elements with some additions that make it something different.

I will say that some of the GTA like gameplay, such as the cop chases, seems to be a bit more difficult or not executed as smoothly.  I really didn't like the cop chasing element in this game at all.  To be fair though, this game focuses more on the electronic hacking aspect of the game more than the GTA style of gameplay.

There are also some quirky elements such as the virtual video games on the street and the weird trips that you take to drive over some flaming people.  The perk and ability system is also a cool addition to the gameplay although I found the ability tree a bit cluttered and harder to figure out than it should be.

The hacking part is fun for a time but does get a bit repetitive over time.  The main storyline is decent with some fun missions.  I did find the main character a bit conflicted as he was supposed to be a vigilante against crime yet does several criminal things.

There are lots of side quests but I personally think they are pretty much the same things over and over and I got bored with them pretty quickly.  I did find doing some things pretty difficult to figure out as it isn't always clear on what you needed to do to complete a side quest.

Climbing up and over things feel a bit clumsy to me as compared to other games I have recently played.  Graphics are decent for a game that is over 3 years old, although the graphics do seem to be a bit inconsistent at times.

Overall, I found this to be a mixed bag with some elements being fun and some just downright boring or poorly executed.  This game was alright but not nearly as fun as the GTA series.

3.5 stars",08-28-2017
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,5,Watch Dogs is an Amazing game! Highly Recommend it!!!,love this game! its super addicting and lots of fun to play with other people with its online feature. Game came in perfect condition and works great! lots of fun to play. Thanks Amazon,08-07-2017
https://www.amazon.com/Watch-Dogs-PlayStation-4/dp/B00BI83EVU,6,Video Games,Watch Dogs - PlayStation 4,4,3,Still middling fun.,"Over sold, under delivered.
Still middling fun.",08-07-2017
