Link,Id,Product_Category,Product_Name,Rating,Review_Rating,Review_Title,Review_Text,Review_Date
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,great,04-25-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,3,Crayon highlighter,"Not what I thought they were.  These are waxy like crayons, but work fine as highlighters.",04-19-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,Love these!,04-08-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,4,Good markers,"These highlighters look way bigger than they are.  When you take them out of the package they are sort of flat.  I don't like that they don't come to a point on the tip for easy highlighting, but will make do.  That is why I took off a star.  I like that they don't dry up.  I also like the different colors.  They don't seem to bleed through text book pages and that is great.  I do a lot of highlighting so these work great for that.",04-07-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,These are great!! They don't bleed through papers!,04-07-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,2,I've finally had it with these clumsy crayons!,"Since a bunch of products seem to be listed on this page, I ought to specify that this is a review of ""Sharpie 1803278 Accent Gel Highlighter, Assorted Colors, 3-Pack.""

""Gel"" sounded promising, and I assumed it would be a thick liquid like gel pens. I was very surprised to open the cap and discover that these highlighters consist of a rough chunk of some translucent waxy substance. In texture it is much like a soft crayon, with the same fuzziness to the outlines. There is no nib, just a large oblong block of this so-called ""gel"" which wears down irregularly across its surface. Consequently it is impossible to get nice clean lines, and almost impossible even to properly aim the thing. I thought I could put up with it, but maybe I'm too much of a perfectionist. I'm sick of rough waxy smears that sometimes barely correspond to the line I'm attempting to highlight. I'm going to buy some better highlighters and ""forget"" these in a classroom. Maybe a less picky person will find them who can appreciate them more.",04-06-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,3,Three Stars,Did not like it much. Disappointed :(,04-02-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,4,Four Stars,"nice and clean, it highlights nice and bright",03-26-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,"good price, quick ship",03-25-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Great color,Love them,03-24-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,Love it. Too bad its so expensive though.,03-23-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Bold colors,Use this to correct student papers.  Bold colors really stand out.,03-23-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,And any excuse is good enough reason to add to my abundance of coloring ...,"Its got purple in the collection! And the blue is a different hue! And I needed more highlighters which color differently than regular sharpies. And any excuse is good enough reason to add to my abundance of coloring stuff! Have you tried laying down a regular colored sharpie, letting it fully dry, and then laying down a highlighter color over it?",03-10-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,3,Very different than regular highlighter tips,"I really wish the tip of these highlighters were not like a giant crayon It makes it hard to be very precise when you're highlighting But these seem to be a little bit longer lasting since there is no marker liquid that could actually dry out.

 I still use traditional highlighters when Im highlighting in various types of paper where if it bleeds I won't care But if Im highlighting in a book that I know Im going to keep I will use these gel highlighters so they don't  bleed through the paper.",03-06-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,These are great highlighters.,Can't go wrong with the Sharpie brand. These are great highlighters.,03-03-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,better than regular high lighters,02-24-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Wonderful highlighters for bibles,"Wonderful highlighters for bibles. Vibrant color, no smudge, and zero bleed. Highly recommend.",02-23-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Love these,Best highlighters,02-18-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,marvelous highlighter markers!,these crayon-like highlighters are awesome especially for use on thin paper as they don't bleed through  i highly recommend & i'll order them again!,02-16-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Five Stars,I'm liking these.,01-28-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Good for not smearing ink,"I like to use felt tip pens & gel writers. Other highlighters smear the ink a lot & then get all over the tip so that the color changes over time. These don't do that. They almost feel like really light-weight crayons...but of much better quality than those things you use for coloring books. Overall, I'm sure that these will do exactly what I need them to do, without damaging the underlying pages and without smearing ink.",01-25-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,Great Markers,"Really good, they don't bleed through the page and you can see clearly what youve marked",01-21-2018
https://www.amazon.com/Sharpie-Liquid-Highlighters-Chisel-Assorted/dp/B0002LD14O?th=1,12,Office Products,"SHARPIE Liquid Highlighter, Chisel Tip Highlighters, Assorted Colors, 10 Count",4.4,5,These highlighters ROCK. Love them!,"I go through highlighters so quickly, and I totally hate it when they suddenly run out. These last a long time and since you can SEE the ink level inside, you know when they're about to die. I love them. I still go through them quickly, but at least now it's not a surprise. The only drawback is that the red and the plum are a little dark on some text, but other than that, it's all aces. LOVE.",01-11-2018
