Link,Id,Product_Category,Product_Name,Rating,Review_Rating,Review_Title,Review_Text,Review_Date,Review_Date
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,Worth the money - works extremely well,02-11-2018,02-11-2018
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,3,Three Stars,Drys my armpit out too much,02-10-2018,02-10-2018
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,Gift,01-16-2018,01-16-2018
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,"Had it on clean, shaved skin and it failed ...","Had it on clean, shaved skin and it failed within an hour. Tried four times. Sadly, there is no option to return this and I'm angry SO much money on a product that would be guaranteed if I purchased it through the company.",01-13-2018,01-13-2018
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,"Great, but bulky and not travel friendly","Surprised that I like it, but I do.  It seems to wash off easier than the roll ons I used to use, and it is odorless, which I always prefer.  On the down side it is surely not travel friendly, it is big, bulky and relatively heavy.  I wonder if they make it in a travel size?  Wouldn't it be nice for them to include a travel sized version (gratis) with each of the larger containers, since the price certainly is high enough for them to do that.  As it stands now, I will have to take my old roll-on, witch contains the now undesirable ""aluminum"" ingredient, on all my trips to save bulk and weight.",12-28-2017,12-28-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Best kept secret,"Only deodorant that has ever helped prevent stink. Doesnt stain my clothes, and no unpleasant perfumes",12-28-2017,12-28-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,2,I trie this product ever hopefull to find a great replacement for my failing deodorant,"I tried this product ever hopefull to find a great replacement for my failing deodorant. This, at first seems to be excellent, the reviews appear positive and it seems to be made of natural ingredients, all good so far. However, and this may be specific from one person  to the next, but it just didn't work. Id be at work, attend a stressful meeting and it really did nothing to protect me, and others, from my body odour. Sad to say its not the best deodorant. I am now using Native and find it to be excellent. I was hopeful, but you cant win them all. Who knows, perhaps it would work for you.",12-17-2017,12-17-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,3,Get's the job done.,"Does the job. Nothing fancy, but definitely good.",12-06-2017,12-06-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,I love this deodorant. Best unscented and good quality deodorant I've ever used.,11-27-2017,11-27-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,love it from the first use... no smell at all..easy to use in the hot climate...,11-09-2017,11-09-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,4,Great product.,Great product.... a bit on the expensive side. The latest one I received had a defective bottom that fell off...so I have to hold it in place to use. Too much hassle returning.....,11-07-2017,11-07-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,4,Better than other deodorants I have used,Better than other deodorants I have used.  This one usually last one complete day. Haven't seen if it lasts longer. Did not break out with a rash.  Will buy it again.,11-03-2017,11-03-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,3,Three Stars,"Irritated my pits. Can only use Arrid, I've tried many.",10-24-2017,10-24-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,Don't buy this product.,"Absolutely, the worst deodorant I have ever had. By the 2nd day I couldn't stand myself the odor was so bad.  Their claims are far from accurate.",10-23-2017,10-23-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Save money on clothes!,Outstanding product. I've been using for about a year now and my shirts last forever now because they no longer develop the unsightly pit stains. I can also go more than 24 hours on a single application without starting to smell.,10-16-2017,10-16-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,3,Three Stars,Unfortunately it leaves white marks on shirts !!!,09-29-2017,09-29-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Best Deodorant,"Best deodorant Ive ever worn. I grew up using Gillette and it somehow over the years has gotten worse and started staining my white shirts. I tried many other brand and ran into the same issue. Once I tried this deodorant I never had a stain on my white shirt again, no BO as it last all day. After lifting It is still on but once I hit jiu jitsu it comes off. Long lasting and stain/odor free. Highly recommend.",09-28-2017,09-28-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,2,Rash!,"Worked well at first, then after about a month started developing a rash every time I used it",09-25-2017,09-25-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,WORTH THE MONEY,"This is my second purchase of this product.  Although expensive, it performs well and meets my expectations for an alcohol-free/fragrance free deodorant.  It lasts a surprisingly long time and does the job for me.",09-03-2017,09-03-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Pricey but effective,"have not noticed any body odor, hoping its not just me lol",08-30-2017,08-30-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,Way too much money spent on a gamble,This did nothing at all for me. Applied in the morning after a shower and by noon I was starting to stink.  Never had a problem with the aluminum deodorants. Went back to my $4 brand.,08-09-2017,08-09-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,Waste of Money,"To be honest, I was excited about this deodorant. I heard nothing but good things about it. I sweat a lot because I can't handle the heat (I sweat when the weather is in the 70's). I needed something stronger to combat the heat as of late. Unfortunately, this was just a waste of money for me. I wore it for three days and each day, I would sweat through this within an hour or two. It was like I didn't apply deodorant AT ALL. Even more so, this deodorant gave me huge red burning rashes on and around my armpits. I've gone through countless deodorants in my twenty years of life so far and I've never had a reaction like that. I realize that my experience is my experience but I want everyone to be weary.",08-01-2017,08-01-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,Thank you,07-31-2017,07-31-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,Worth it.,07-26-2017,07-26-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,A good go-to deodorant that's on par with the Baxter's of California and the Jack Black ones.,07-26-2017,07-26-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Five Stars,works very well,07-25-2017,07-25-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,4,For Armpits like Fountains,"By the time I get from my car each day to my office it looks like my shirt was pulled straight from the washing machine. My armpits are like fountains in the summer. This does help; but, it would be great if it did more to combat odor.",07-23-2017,07-23-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,4,Overall am pleased with the results,"Have used this for several months now.  Overall am pleased with the results.  This has addressed odor, but does not prevent sweating.  If you sweat heavily this may not be the choice for you.",07-21-2017,07-21-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,3,Too expensive,"In my search for a deodorant that actually works, I ordered a few different brands. MenScience works very well, but there are others that do the job at a fraction of the cost. Arm and Hammer Essentials is one.",07-18-2017,07-18-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Never Stink,Best deodorant I've ever used. I'd recommend quickly running the stick under water with each application or put it on right after you get out of shower. the water aids the ease of application. Is there a scented version?,07-17-2017,07-17-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,One Star,Gave me a horrible armpit rash after two uses. Avoid at all costs!,07-01-2017,07-01-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,1,"Bad reaction to the stuff, not worth it","Product was ok for the first two weeks. Slowly my underarms began to turn red and finally this morning a rash developed that is unbearable enough that I went out of my way to write this.

I would not recommend this product to anyone especially now that $19 went down the drain.",06-28-2017,06-28-2017
https://www.amazon.com/MenScience-Androceuticals-Advanced-Deodorant-2-6/dp/B000GAO1PE,24,Luxury and Beauty,"Advanced Deodorant, 2.6 oz",3.8,5,Amazing,Amazing,06-27-2017,06-27-2017
